"","city","Date","Location","Operator","Route","Type","Aboard","Fatalities","Survived","Ratio","Ground","Summary","Year","Month","month","X","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"1377","montrose","28/11/2004","montrose, colorado","Glow Air/Air Castle - Charter","Montrose, CO - South Bend, IN","Canadair CL-601-2A12 Challenger",6,3,3,0.5,0,"While attempting to take from R31, the aircraft skidded sideways the runway and went through a perimeter fence, ripping the cockpit from the fuselage and bursting into flames. There was light snow falling with fog and reduced visibility at the time of the accident.  Also, the pilot chose to take from a 7,500 ft. runway rather than wait for the 10,000 ft. runway to be plowed. The youngest son of NBC sports chairman Dick Ebersol and actress Susan Saint James killed. St. James had just exited the accident vehicle before it took off. The flightcrew's failure to ensure that the airplane's wings were free of ice or snow contamination that accumulated while the airplane was on the ground, which resulted in an attempted takewith upper wing contamination that induced the a subsequent stall and collision with the ground. A factor contributing to the accident was the pilots' lack of experience flying during winter weather conditions.",2004,11,"Nov",NA,"Montrose",38.4689,-107.8591,"United States","US","USA","Colorado","",22919,1840020251
"1378","montrose","08/10/1997","montrose, colorado","SceniAirlines","Montrose, CO - Page, AZ","Cessna 208B Caravan I",9,9,0,1,0,"Collided with terrain at the 9,900 foot level on the Uncompahgre Plateau. The pilot's failure to maintain sufficient airspeed for undetermined reasons while maneuvering the airplane maximum gross weight and aft center of gravity in or instrument meteorological conditions, which resulted in a loss of control and entry into a stall/spin.",1997,10,"Oct",NA,"Montrose",38.4689,-107.8591,"United States","US","USA","Colorado","",22919,1840020251
"1379","moorhead","30/10/1941","moorhead, minnesota","Northwest Orient Airlines","Minneapolis - Fargo","Douglas DC-3",15,14,1,0.93,0,"Crashed in fog and mist due to icing on the wings. The pilot, Clarence Bates, was thrown clear of the wreckage and was the lone survivor. Accumulation of ice on the wings and other surfaces of the airplane, increasing the stalling speed and the drag of the airplane on the power required to maintain flight. Action of the captain in descending to attempt a landing at Fargo with known icing conditions and critical ceiling conditions instead of proceeding to an available alternate.",1941,10,"Oct",NA,"Moorhead",46.8674,-96.7457,"United States","US","USA","Minnesota","",42492,1840007731
"1380","moose jaw","08/04/1954","moose jaw, sk, canada","Trans Canada Air Lines / RCAF","","Canadair C-4-1Argonaut / Harvard Mark II",36,36,0,1,1,"Midair collision between a Canadair C-4-1 and a RCAF Harvard Mark II at 6,000 feet.  Thirty-five killed on the Canadair, one on the Harvard. Failure on the part of the pilots of both aircraft to maintain a proper lookout. The onus of responsibility for keeping out of the way being with the Harvard aircraft as it had the other on its own right side.",1954,4,"Apr",NA,"Moose Jaw",50.4,-105.55,"Canada","CA","CAN","Saskatchewan","",32166,1124806868
"1381","morgan city","08/10/1966","morgan city, louisiana","Petroleum Helicopter","","Bell 204B helicopter",11,11,0,1,0,"The helicopter crashed into the Gulf of Mexico after a tail rotor failure.  Fatigue fracture.",1966,10,"Oct",NA,"Morgan City",29.7041,-91.1919,"United States","US","USA","Louisiana","",30061,1840015056
"1382","morgan city","19/02/1973","morgan city, louisiana","Petrolium Helo Inc.","Oil platform - Morgan City, LA","Bell 206B",5,5,0,1,0,"Crashed after the failure of the main rotor.  Pylon support link failed due to fatigue, causing complete failure of the main rotor.",1973,2,"Feb",NA,"Morgan City",29.7041,-91.1919,"United States","US","USA","Louisiana","",30061,1840015056
"1383","morgantown","31/01/1929","morgantown, west virginia","Skyline Transportation Company","","Travel Air 4000",1,1,0,1,0,"",1929,1,"Jan",NA,"Morgantown",39.6379,-79.9468,"United States","US","USA","West Virginia","",73183,1840005647
"1384","morgantown","14/04/1945","morgantown, west virginia","Pennsylvania Central Airlines","Pittsburgh - Morgantown","Douglas DC-3",20,20,0,1,0,"The aircraft crashed against the slope of Cheat Mountain at 2,100 ft., 7 miles east northeast of Morgantown. The action of the pilot in continuing flight over mountainous terrain under instrument conditions, below the minimum authorized instrument altitude.",1945,4,"Apr",NA,"Morgantown",39.6379,-79.9468,"United States","US","USA","West Virginia","",73183,1840005647
"1385","moroni","23/11/1996","moroni, comoros","Ethiopian Airlines","Addis Ababa - Nairobi","Boeing B-767-200ER",175,127,48,0.73,0,"The aircraft was hijacked shortly after taking from Ethiopia by three drunken escaped prisoners. They demanded to be flown to Australia, but wouldn't let the pilot stop to refuel. The plane eventually ran out of fuel and ditched 500 feet offshore of Le Galawa Beach on the island of Grand Comoros. When it was aparent the plane was out of fuel, the hijackers fought the pilot for control of the aircraft. In the last seconds aloft, the left wing tip struck the water and the plane crashed into the sea flipping at least once before breaking into several  parts. The water was shallow but many passengers had inflated their safety vests which prevented them from swimming out from under the cabin and they drowned.",1996,11,"Nov",NA,"Moroni",-11.7042,43.2402,"Comoros","KM","COM","Grande Comore","primary",128698,1174793581
"1386","moroni","27/01/1968","moroni, comoro islands","Air Comores","","de Havilland DH-114 Heron 1B",16,15,1,0.94,0,"Touched down on the right side of the runway, bounced, crashed into landing lights and into the sea.  Inadequate supervision of the flight by the pilot-in-command.",1968,1,"Jan",NA,"Moroni",-11.7042,43.2402,"Comoros","KM","COM","Grande Comore","primary",128698,1174793581
"1387","moroni","10/03/1981","moroni, comoro islands","Military - French Naval Aviation","","Dassault-Breguet Atlantique",18,18,0,1,0,"As the plane was taking off, one of the engines failed and after climbing to 500 ft., the aircraft plunged to earth and exploded in flames.",1981,3,"Mar",NA,"Moroni",-11.7042,43.2402,"Comoros","KM","COM","Grande Comore","primary",128698,1174793581
"1388","morristown","26/07/1988","morristown, new jersey","Northeast Jet","Allentown, PA - Morristown, NJ","Learjet 35A",2,1,1,0.5,0,"The aircraft, on a positioning flight struck the ground short of the runway while attempting to land. Inadequate training. Improper descent rate and airspeed.",1988,7,"Jul",NA,"Morristown",40.7966,-74.4772,"United States","US","USA","New Jersey","",19016,1840003577
"1389","morristown","01/09/1920","morristown, new jersey","US Aerial Mail Service","","Junkers JL-6",2,2,0,1,0,"",1920,9,"Sep",NA,"Morristown",40.7966,-74.4772,"United States","US","USA","New Jersey","",19016,1840003577
"1390","morrisville","13/12/1994","morrisville, north carolina","American Eagle","Greensboro - Raleigh","British Aerospace Jetstream 3201",20,15,5,0.75,0,"The aircraft crashed 4 miles SW of runway 5L while on an ILS approach. The captain associated the illumination of the left engine ignition light with an engine failure, suspected an engine flame out and decided to execute a missed approach. This eventually led to a stall and the plane crashed 4 miles SW of the runway threshold. The captain's improper assumption that an engine had failed. The captain's subsequent failure to follow approved procedures for engine failure, single-engine approach, go-around, and stall recovery. Contributing to the cause of the accident was the failure of American Eagle management to identify, document, monitor and remedy deficiencies in pilot performance and training.",1994,12,"Dec",NA,"Morrisville",35.8359,-78.8349,"United States","US","USA","North Carolina","",24732,1840016195
"1391","morton","19/12/1978","morton, illinois","Galesburg Aviation - Air Taxi","Terra Haute, IN - Moline, IN","Cessna 210L",2,2,0,1,0,"Collided with wires in fog and low ceiling. Continued VFR flight into adverse weather conditions.",1978,12,"Dec",NA,"Morton",40.6137,-89.4668,"United States","US","USA","Illinois","",16287,1840011991
"1392","moscow","02/12/1966","moscow, russia","Aeroflot","Moscow - Brazzaville","Tupolev TU-114B",21,21,0,1,0,"Crashed into a snowbank on the takeroll in poor visibility.",1966,12,"Dec",NA,"Moscow",55.7522,37.6155,"Russia","RU","RUS","Moskva","primary",10452000,1643318494
"1393","moscow","05/12/1999","moscow, russia","Tashkent Aircraft Production Corporation","Moscow, Russia - Tashkent, Uzbekistan","Ilyushin 114T",7,5,2,0.71,0,"The cargo plane was taxiing for takewhen a gust of wind caused the rudder to become fully defected to the left. The captain continued the takedespite suggestions from the crew to return to the gate. Shortly after lifting the runway the plane yawed to the left and collided with the airport perimeter wall, bursting into flames.",1999,12,"Dec",NA,"Moscow",55.7522,37.6155,"Russia","RU","RUS","Moskva","primary",10452000,1643318494
"1394","moscow","13/10/1971","moscow, russia","Aeroflot","","Tupolev TU-104B",20,20,0,1,0,"Crashed on takeoff",1971,10,"Oct",NA,"Moscow",55.7522,37.6155,"Russia","RU","RUS","Moskva","primary",10452000,1643318494
"1395","moscow","27/03/1968","moscow, russia","Military - Russian Air Force","","MiG-15 UTI",2,2,0,1,0,"Soviet cosmonaut Yuri Gagarin, 34, the first man in space, was killed along with his instructor, when the military fighter they were training in crashed approximately 30 miles east of Moscow.",1968,3,"Mar",NA,"Moscow",55.7522,37.6155,"Russia","RU","RUS","Moskva","primary",10452000,1643318494
"1396","moscow","14/07/2001","moscow, russia","Russ Air Transport Company","Moscow - Norilsk","Ilyushin IL-76",10,10,0,1,0,"The cargo plane was taking from Chkalovsky Airport with a load of construction material and cosmetics. After reaching a height of 150 feet, the plane the crashed and burned 1,600 feet past the end of the runway.  The plane was overloaded by 15 tones.",2001,7,"Jul",NA,"Moscow",55.7522,37.6155,"Russia","RU","RUS","Moskva","primary",10452000,1643318494
"1397","moscow","28/11/1972","moscow, russia","Japan Air Lines","Moscow - Tokyo","McDonnell Douglas DC-8-62",76,62,14,0.82,0,"The aircraft lost altitude while taking and crashed. The copilot responded to the captain's 'gear-up' command by reaching forward and pulling back on the ground spoiler handle, rather than lifting the gear handle which was immediately ahead of the spoiler control. Late night partying by the crew was suspected the night before.",1972,11,"Nov",NA,"Moscow",55.7522,37.6155,"Russia","RU","RUS","Moskva","primary",10452000,1643318494
"1398","moscow","29/07/2007","moscow, russia","Atran","Sightseeing","Antonov AN-12BP",9,9,0,1,0,"The cargo plane, carrying 9 tons of cargo, crashed 4 km from the runway as it was attempting to take from Domodedovo airport. The aircraft slammed into a field shattering debris over a wide area.",2007,7,"Jul",NA,"Moscow",55.7522,37.6155,"Russia","RU","RUS","Moskva","primary",10452000,1643318494
"1399","moscow","06/07/1982","moscow, russia","Aeroflot","","Ilyushin IL-62M",90,90,0,1,0,"The aircraft crashed and burned in field shortly after takeoff. Failure of the aircraft's power plant fire warning system due to design deficiencies which resulted in false fire indications in both engines.",1982,7,"Jul",NA,"Moscow",55.7522,37.6155,"Russia","RU","RUS","Moskva","primary",10452000,1643318494
"1400","moscow","09/03/2000","moscow, russia","Vologodskiye Airlines","Moscow - Kiev","Yakovlev YAK-40",9,9,0,1,0,"The aircraft climbed to an altitude of about 100 ft., stalled, lost control and crashed. Ice build up on the wings. Flaps incorrectly set.",2000,3,"Mar",NA,"Moscow",55.7522,37.6155,"Russia","RU","RUS","Moskva","primary",10452000,1643318494
"1401","moscow","28/07/2002","moscow, russia","Pulkovo Aviation Enterprise","Moscow - St. Petersburgh","Iluyshin Il-86",16,14,2,0.88,0,"A Russian passenger airliner on a training flight crashed shortly after takefrom Moscow's Sheremetyevo Airport. After reaching an altitude of about 600 ft., the plane banked hard left, hit the ground and exploded. Sixteen of 18 crewmembers aboard were killed. Two flight attendants survived. Investigation revealed that the stabilizer spontaneously shifted to the full down position two seconds after takeoff. Six seconds after the shift, the captain tried to compensate by thrusting the control stick forward as far as possible, but was unable to regain control of the aircraft.",2002,7,"Jul",NA,"Moscow",55.7522,37.6155,"Russia","RU","RUS","Moskva","primary",10452000,1643318494
"1402","moscow","06/11/1936","moscow","Deruluft","","Antonov AN-9",9,9,0,1,0,"Pilot error.",1936,11,"Nov",NA,"Moscow",55.7522,37.6155,"Russia","RU","RUS","Moskva","primary",10452000,1643318494
"1403","moscow","03/01/1975","moscow, russia","Aeroflot","","Tupolev TU-124",61,61,0,1,0,"Crashed shortly after taking off.",1975,1,"Jan",NA,"Moscow",55.7522,37.6155,"Russia","RU","RUS","Moskva","primary",10452000,1643318494
"1404","moscow","26/09/1960","moscow, russia","Austrian Airlines","Warsaw - Moscow","Vickers Viscount 837",37,31,6,0.84,0,"Crashed on approach to Moscow, 11 nm short of the runway. Malfunctioning or misread altimeter.",1960,9,"Sep",NA,"Moscow",55.7522,37.6155,"Russia","RU","RUS","Moskva","primary",10452000,1643318494
"1405","moscow","22/04/1968","moscow, russia","Aeroflot","Training","Ilyushin IL-18V",5,5,0,1,0,"Struck power lines while landing.",1968,4,"Apr",NA,"Moscow",55.7522,37.6155,"Russia","RU","RUS","Moskva","primary",10452000,1643318494
"1406","moscow","14/06/1957","moscow, russia","LOT Polish Airlines","Warsaw - Moscow","Ilyushin P-14",13,9,4,0.69,0,"The aircraft descended below safe altitude and struck the ground in rain and poor visibility. The crew's application of an approach procedure other than that prescribed by the airport authority.",1957,6,"Jun",NA,"Moscow",55.7522,37.6155,"Russia","RU","RUS","Moskva","primary",10452000,1643318494
