"","City","Date","Location","Operator","Route","Type","Aboard","Fatalities","Survived","Ratio","Ground","Summary","Year","Month","month","X","Latitude","Longitude"
"551","melbourne","13/07/1947","melbourne, florida","Burke Air Transport","Newark - Miami","Douglas DC-3",36,14,22,0.39,0,"The aircraft, on a charter flight from New York to San Juan, Puerto Rico, crashed into a swamp while attempting to make an emergency landing. Loss of an engine due to a fuel flow problem led to loss of altitude and a crash landing. Six spark plugs in the right engine were found to be defective. A defect found in the carburetor may have contributed to excessive fuel loss. Crew fatigue contributed to the accident.",1947,7,"Jul",NA,-37.813938,144.963425
"552","mendoza","17/05/2001","mendoza, argentina","Fuerza Aí©rea Argentina","Mendoza - Parana","Fokker F-27 Friendship 400M",5,5,0,1,0,"Shortly after taking the plane veered to the right and crashed into a field. Engine failure.",2001,5,"May",NA,-32.890845,-68.827171
"553","mendoza","11/03/1933","mendoza, argentina","Pan American Grace Airways","Mendoza, Argentina - Santiago, Chili","Fairchild FC-2W",2,2,0,1,0,"Crashed and burned.",1933,3,"Mar",NA,-32.890845,-68.827171
"554","merida","31/08/1988","merida, mexico","Aerocaribe","","Convair CV-240",20,1,19,0.05,0,"Crashed while taking off.",1988,8,"Aug",NA,7.160556,-73.618333
"555","merida","21/02/2008","merida, venezuela","Santa Barbara Airlines","Merida - Caracas","ATR-42-300",46,46,0,1,0,"Struck a mountain at 13,500 feet and disintegrated shortly after departing Merida.",2008,2,"Feb",NA,7.160556,-73.618333
"556","merida","15/04/1957","merida, mexico","Transportes Aí©reos Mexicanos","","Consolidated B-24J",3,3,0,1,1,"The accident was due to a maneuvering error which consisted in making two turns onto the Mexico City heading without conforming the distance and procedure specifications and below the prescribed altitudes and speeds. This error was aggravated by a probable shifting of the load due to improper securing.",1957,4,"Apr",NA,7.160556,-73.618333
"557","merida","21/01/1959","merida, venezuela","Linea Expresa Bolivar","Merida - Lagunillas","Curtiss C-46D-15-CU",4,4,0,1,0,"While en route,  flying VFR the plane ran into a cloud covered El Callejon pass  at 7,000 feet. The aircraft made a 180deg turn but crashed into the La Culata Peak at an altitude of 13,500 feet. Flying of the aircraft at an insufficient altitude over an area apparently unfamiliar to the pilot.",1959,1,"Jan",NA,7.160556,-73.618333
"558","merida","25/01/1971","merida, venezuela","Linea Aeropostal Venezolana","Merida - Maiquetia","Vickers Viscount 749",48,18,30,0.38,0,"Crash landed onto Cruces de Daji mountain in the Andes eight minutes after taking from Merida.",1971,1,"Jan",NA,7.160556,-73.618333
"559","mesvres","22/12/1982","mesvres, france","Rijnmond Air Services","","Piper PA-31-350 Chieftain",10,10,0,1,0,"",1982,12,"Dec",NA,46.863693,4.241791
"560","mexico","03/08/1936","mexico","Mexicana","","Lockheed Orion",1,1,0,1,0,"",1936,8,"Aug",NA,2.693135,-75.550269
"561","mexico","06/10/1936","mexico","Mexicana","","Lockheed Orion",1,1,0,1,0,"",1936,10,"Oct",NA,2.693135,-75.550269
"562","milan","10/09/1962","milan, washington","Military - U.S. Air Force","Ellsworth AFB - Fairchild AFB","Boeing KC-135A",44,44,0,1,0,"Crashed into a wooded area in broken overcast  while attempting to land at Fairchild Air Force Base. Navigational error.",1962,9,"Sep",NA,33.609241,69.322934
"563","milan","01/06/2003","milan, italy","Eurojet Italila","Milan - Genoa - Farnborough","Gates Learjet 45",2,2,0,1,0,"Shortly after taking the jet nosed into the ground. Malfunction of the trim tab system.",2003,6,"Jun",NA,33.609241,69.322934
"564","milan","08/10/2001","milan, italy","Scandinavian Airlines (SAS) / Private","Milan - Copenhagen / Milan - Paris","MD-87 / Cessna 525A Citation II",114,114,0,1,4,"The aircraft was taking from Linate Airport in fog and poor visibility when it struck a German Cessna Citation II business jet. The MD-87 then swerved the runway and  collided with the airport's baggage handling building, bursting into flames. The Cessna,  which was about to take for Paris, entered the active runway by mistake, after  having been told by the tower to enter a different runway. One hundred four passengers and 6 crew on the MD-87 and  2 passengers and 2 crew on the Citation were killed along with 4 on the ground. The MD-87 was named Lage Viking.  Caused largely by human error and poorly followed safety procedures. Communication between the aircraft and the tower had been 'in English and Italian,' as opposed to aviation standards that only English be spoken. In addition, despite the poor visibility, control tower operators failed to ask the Cessna to read back his instructions to make sure they were understood.",2001,10,"Oct",NA,33.609241,69.322934
"565","milan","02/08/1968","milan, italy","Aitalia","Rome - Milan","McDonnell Douglas DC-8",95,13,82,0.14,0,"Crashed on approach, 7 miles north of the runway. Positioning for final approach by means of a non-standard procedure. Delayed detection of the VOR radial.",1968,8,"Aug",NA,33.609241,69.322934
"566","milan","18/02/1966","milan, italy","Belgian International Air Services","Brussels - Milan","Douglas DC-6B",4,4,0,1,0,"The cargo plane struck trees to the right of the runway while attempting to land. Failure of the pilot to comply with the Company's minima. Subsequent belated decision to execute the missed approach procedure.",1966,2,"Feb",NA,33.609241,69.322934
"567","milton","17/07/1953","milton, florida","Military - U.S. Navy","Whitting NAS - Norfolk NB","Fairchild R4Q-2",46,44,2,0.96,0,"The co-pilot failed to maintain a sufficient rate of climb after becoming airborne, struck obstacles and crashed into a wooded area.",1953,7,"Jul",NA,-35.316441,150.436096
"568","miraflores","17/06/1981","miraflores, colombia","Taxi Aí©reo el Venado","","Douglas DC-3",12,2,10,0.17,0,"With one engine out and attempting an emergency landing the aircraft had to go-around because of a plane on the runway. While attempting a second landing from the opposite direction the aircraft ditched into a lake.",1981,6,"Jun",NA,-28.59582,-65.901644
"569","miraflores","25/05/1995","miraflores, colombia","LACOL","Villavicencio - Miraflores","Douglas DC-3C",11,2,9,0.18,0,"",1995,5,"May",NA,-28.59582,-65.901644
"570","moisville","11/08/1951","moisville, france","Air France","Training","Douglas DC-3D",5,5,0,1,0,"Abnormal flight maneuver made when the crew experienced difficulty in resuming normal flight on the two engines. Overspeed, reduction of pitch or difficulty in restarting the engine may have created a dangerous situation and caused the aircraft to stall in dissymmetrical flight, thus subjecting the airframe to stresses accompanied by buffeting which was either alternating or exceeded the design limits of the structure and caused the tail-plane to break off.",1951,8,"Aug",NA,48.838854,1.165931
"571","moline","21/08/1946","moline, illinois","Trans Luxury Airlines","Teterboro - Chicago - San Francisco","Douglas C-47-DL",25,2,23,0.08,0,"While the aircraft was flying Moline, the No. 1 engine failed. The prop was feathered and a descent initiated for an emergency landing.The aircraft overshot the landing and a  go-around was executed. A left turn was made with the gear and flaps extended. The left wing touched the ground and the aircraft cartwheeled. The engine failure was caused by a No. 5 cylinder fracture.",1946,8,"Aug",NA,42.817646,9.452563
"572","monroe","25/09/1978","monroe, massachusetts","Business Aircraft - Air Taxi","Bridgeport, CT - Albany, NY","Cessna 310N",3,3,0,1,0,"Crashed in fog and low ceiling. Continued VFR flight into adverse weather conditions. Improper emergency procedures. Landing gear would not retract.",1978,9,"Sep",NA,-34.45774,-60.28839
"573","monroe","08/01/1988","monroe, louisiana","Phoenix Air","Memphis, TN - Monroe, LA","Learjet 36A",2,2,0,1,0,"The cargo plane crashed during an ILS approach. The pilot-in-command executed a excessive descent rate and did not level off. Lack of experience in type of aircraft.",1988,1,"Jan",NA,-34.45774,-60.28839
"574","monroe","06/07/1969","monroe, georgia","Air South","Atlanta, GA - Sumpter, SC - Greer, SC","Beechcraft B-99",14,14,0,1,0,"The aircraft descended in a vertical dive crashing to the ground. Unwanted change in longitudinal trim which resulted in a nose down high-speed flight condition that was beyond the physical capacity of the pilots to overcome. The initiating element in the accident sequence could not be specifically determined. However, design of the aircraft flight control system was conducive to malfunctions of the flight control systems which, if undetected by the crew could lead to loss of control.",1969,7,"Jul",NA,-34.45774,-60.28839
"575","monroe","09/01/1997","monroe, michigan","Comair","Cincinnati - Detroit","Embraer 120RT Brasilia",29,29,0,1,0,"While on approach and attempting to land on runway 3R at Detroit Metropolitan Wayne County Airport, in a snowstorm, the aircraft went into a steep dive and crashed into a field. The accident was caused by the FAA's failure to establish adequate aircraft certification standards for flight in icing conditions.  Contributing to the accident were the flightcrew's decision to operate in icing conditions the lower margin of the operating airspeed envelope (with flaps retracted), and Comair's failure to establish and adequately disseminate unambiguous minimum airspeed values for flap configurations and for flight in icing conditions.",1997,1,"Jan",NA,-34.45774,-60.28839
"576","monsures","14/05/1923","monsures, france","Grands Express Aeriens","","Farman F-60 Goliath",6,6,0,1,0,"",1923,5,"May",NA,49.710544,2.171939
"577","monze","04/05/1976","monze, zambia","de Havilland Aircraft","","de Havilland Canada DHC-6 Twin Otter 300",11,11,0,1,0,"The airplane crashed 1,000 meters beyond the runway after taking with a failure of the No. 2 engine.",1976,5,"May",NA,43.155837,2.45934
"578","mossman","07/09/1944","mossman, queensland, australia","Military - Royal Netherlands East Indies Air Force","Merauke -- Cairns","C-47 Dakota DT-941",20,20,0,1,0,"The plane went missing while en route from Merauke to Cairns. The last radio contact was 15 minutes before ETA.  A scientifiexpedition found the wreckage in January 1989, 65 km northwest from Cairns at a height of 1,200 meters.",1944,9,"Sep",NA,-16.460051,145.374207
"579","mosul","15/11/2003","mosul, iraq","Military - U.S. Army","","UH-60 Black Hawk / UH-60 Black Hawk",22,17,5,0.77,0,"A midair collision occurred between two Black Hawk helicopters. One helicopter was climbing to avoid gunfire when it's rotor struck the other.",2003,11,"Nov",NA,41.445421,46.575791
"580","mugogo","23/08/2001","mugogo, democratirepublicongo","Victoria Airlines","Kama - Kapmene","Antonov 28",11,4,7,0.36,0,"After an engine failed the crew declared an emergency and elected to divert to Bukavu but crashed 10 km short of the airport.",2001,8,"Aug",NA,-3.3327778,30.6052778
"581","mullan","08/06/2006","mullan, idaho","Air Taxi - MajestiAlliance","Coeur d'Alene, ID - Missoula, MT","Cessna TU206G",2,2,0,1,0,"While following a highway through a mountain pass in fog the plane struck the mountain. The pilot's VFR flight into IMC and his subsequent failure to maintain terrain clearance. The pilot's inadequate inflight planning/decision, mountain obscuration, trees and high terrain were factors.",2006,6,"Jun",NA,31.942452,66.564952
"582","munchen","21/04/1945","munchen, germany","Deutsche Lufthansa","","Focke-Wulf FW 200",21,21,0,1,0,"",1945,4,"Apr",NA,50.722511,14.076899
"583","naha","20/03/1986","naha, indonesia","Merpati Nusantara Airlines","","CASA 212 Aviocar 100",16,2,14,0.13,0,"Crashed into high ground at 1, 900 ft. while flying IFR in rain.",1986,3,"Mar",NA,58.1733333,27.4402778
"584","naha","22/09/1960","naha, okinawa","Military - U.S. Marine Corps","Atsugi, Japan - Subi Point, Philippines","Douglas R5D-3",29,29,0,1,0,"The plane crashed after transmitting a message that the No. 3 engine was on fire and they were diverting to Okinawa. The fire in the No. 3 engine was extinguished but a residual fire continued in a tire until it ignited the fuel tank resulting in an explosion.",1960,9,"Sep",NA,58.1733333,27.4402778
"585","nardaran","23/12/2005","nardaran, azerbaijan","Azerbaijan Airlines","Baku, Azerbaijan - Aktau, Kazakhstan","Antonov AN-140-100",23,23,0,1,0,"The plane crashed along the shore of the Caspian Sea 8 minutes after taking from Baku. Instrument failure left the crew unable to control the aircraft.",2005,12,"Dec",NA,40.556111,50.005556
"586","nasir","12/02/1998","nasir, sudan","Military - Sudan Air Force","","Antonov AN-32",57,27,30,0.47,0,"Overshot the runway in heavy fog and crashed into the Sobat River.",1998,2,"Feb",NA,35.968611,68.669722
"587","navafria","05/02/1998","navafria, spain","Military - Spanish Air Force","","CASA 212-S1 Aviocar 100",5,5,0,1,0,"Crashed in the Los Hoyos mountains while on a military training flight.",1998,2,"Feb",NA,41.05514,-3.824778
"588","ndola","17/09/1961","ndola, zambia","United Nations Organization","Leopoldville - Ndola","Douglas DC-6B",16,16,0,1,0,"The aircraft crashed into the jungle approximately 9 miles from the destination airport. UN Secretary General, Dag Hammarskjí_ld, 56, killed. The aircraft was allowed to descend too low, resulting in striking trees and crashing. Although the United Nations released a statement that no evidence of sabotage was found, rumors persist about this accident alleging that the victims were shot prior to the crash or that a bomb onboard exploded.",1961,9,"Sep",NA,9.728056,-7.651944
